text,label
"Tu drusku nesaproti, par ko runa - zagt nedrīkst, bet, padomā, kādam riskam šādai stulbai vajāšanai tika pakļauti nevainīgi pretimbrauvcēji un arī par to - vai 200 Ls dēļ ir vērts kādu nošaut?",0
"Alkatība aizmiglo prātu :) Es pirms pāris gadiem gribēju pārdot telefonu, ieliku sludinājumu un vienīgais interesent s bija kād nēģēris no Āfrikas. Šamais piedāvājās nopirkt manu telefonu par divkāršu cenu. Uzreiz sapra tu, ka tā ir shēma, bet sāku spēli ar neēģeri. Nosklaidrojās, ka viņam vispirms jāsaņem telefonu, tad viņš pārkaitīs jau trīskaŗšu summu, jo mans godīgums viņam esot iepaticies. Paņēmu telefona oriģinālo kārbiņu, ieliku tajā kartupeli un pāris Latvijas granīta šķembas. Nosūtīju un aizsūtīju uz e-pastu apstiprinājumu, ka manta nosūtīta. Pēc tam ik pāris dienas bumboju nēģeri ar brēcieniem pēc naudas, bet nēģers klusēja. Beigu beigās atnāca vēstule ar baisie lamu vārdiem un lāstiem - kā es viņu, nabadziņu, esot piekāsies. Es ar vislabākajiem nolūkiem, bet tu ar mani tā, rasists tu nolādētais :)",1
"Pastāsti arī pārējiem,kā tu konkrēti gāzīsi ''okupantu varu''? Pie datora vai zem mammas bruņča,diez' vai kas sanāks.",0
"Pie mums jau ar tagad nāvīgi daudz, pret valsti nozombēto. Tikai atšķirībā no Krievijas tie pa tiešām ir ārvalstu aģenti, visādi Gopaņenko un vietējo okupantu izdzimteņi.",1
NKC kārtējā liekēžu barotava.Kā parazīti barojas no citu darba augļiem.,0
"ES LAJ IZBEIDZ UZTURĒT ĀFRIKU !!! Āfrikā pašiem papilnam MILJARDIERU UN NAUDAS PSRS laikā ,,okupantu,, laikā viss onkoārstēšana bij pavelti,nebij bailes slimot.......TAGAD ŠAUSMU VALSTS !!",0
"lai pēta visu tikai, lai nesaka, ka ir bijuši cilvēka senči - nekad nav tādi bijuši pat ne pirms miljons gadiem, ja arī bija, tad tā varēja būt atsevišķa ne īpaši gudra suga kuru vnk parastais cilvēks izkonkurēja. cilvēks kāds tas ir bijis tagad ir bijis vienmēr. tāpat kā vēl joprojām ir zivis, kaut gan okeāns ir vecs un nav izkāpušas sauszemē - evolūcija ir lielākie žīdu meli par dabu un izcelsmi un ir pat biologi, kas tam vēl tic. kad beidzot nostāsies kāds publiski pret šo murgaino hipotēzi.",2
"Pareizi! Izraelas valdībai jāmaksā kompensācijas cietušiem, jo žīdi izraisija otro pasaules karu!",2
"Tak nošaujiet to debiloīdu! Tas čehujs man jau sāk besīt tāpat ka cirvis pļūtins, abi noreibusi no varas jau vairs nezina, kam kāpt uz galvas, kuru izbarot suņiem, kuru nosodīt un kuru amnestēt! Slimi stulbenji, nošaut abus!",1
"&quot;Labie darbi&quot; - Valsts pamatu graušana, okupantu svētki Pārdaugavā, vēršanās pret Valsts valodu u.t.t. Mūsu senči, droši vien, ir vairākas reizes apgriezušies kapā par tādu Latvijas galvaspilsētas mēru.",0
"pareizticīgie ir krievu okupantu marionetes,droši var tos saukt par putinticīgiem,un priesteriem izsniegt militārās pakāpes",0
"Valsti izlaupīja okupanti 1940. gadā, kad šāva un deportēja latviešus. Naida ideoloģija bija tā, ko piekopa okupanti šeit visus 50 okupācijas gadus, mērķtiecīgi iznīcinot visu, kas bija sastrādāts un uzcelts Ulmaņlaikos, pie kam iesūtot ap 1 milj. kolonistu un 300 000 armijnieku, lai rusificētu Latviju un iznīcinātu latviešu tautu. Tas, kas notika pēdējos 20 gadus, kad bijušie komuņagas un čekisti veica tā saukto &quot;prihvatizāciju', tagad ir vistīrākās padomju okupācijas sekas, līdzīgi kā tas, ka tu vēl pēc 23 neatkarības gadiem nespēj komunicēt valsts valodā.",0
"ko nu tagad te kozlovskis tā sašutis, bet pēc norisēm 16.martā pie Brīvības pieminekļa - viss norisinājies bez bez lieliem starpgadījumiem; kad sūdainie krievu okupanti 9.maijā ar tanka torņa imitāciju virs jumta braukā Rīgā ar sarkaniem ko,rež. karogiem - viss noticis bez starpgadījumiem! Atvainojos par izteicienu, bet teikšu latviski - NEDIRSS KOZLOVSKI!",0
"Tā arī grib Pliners un viņa rokaspuiši pārrakstīt vēsturi, kā to dara Krievija. Ja tā nebija okupācija, tad kāpēc vajadzēja nogalināt cilvēkus un vest uz nāves nometnēm Sibīrijā........!!!!!!!!!!!!!!!!!!!!!! !!!",0
"24,3% vēlētāju ir okupanti, kuri aizmirsa aizbraukt prom 1991. gadā",2
"Ja visu okupantu pēcteču personīgās automašīnas, konfiscētu un pārdotu ,nauda atrastos!",0
"Kuri vienmēr Latgalē balso par savu korupcijas centru SC? Tie ka svin pareizticīgos Ziemassvētkus nav latvieši, ne latgaļi bet okupanti.",0
jau vienreiz nodeva savu valsti iestājoties okupantu partijā . Tā kā braukšana uz Sočiem jau ir rutīna .,0
vai tad tas nav Vienotības mēŗķis - iznīcināt Latvijā dzīvojošās tautas?Par ko brēka?Jeb te kāds mēģina teātri spēlēt (pirms vēlēšanām)?,0
Principā viņš pateica pareizi . Jau daudzas republikas šos okupantu barbarus patrieca .,0
"Tev bail no žīdu pilsētas Ušas, ka nevari mani nosaukt vārdā? Tieši tāds arī bija mans mērķis :D Kā man patīk kaitināt tādus truliķus kā Tu! Tu esi īpaši paredzams, draudziņ :)",1
"Katrā ziņā Viņķelis ir viens no tiem, kurš pie &quot;siles&quot; turas ne jau, lai ko darītu, bet gan lai pierītos. Nu gluži tāpat kā Ēlerte, Pulks un citi no šīs liekēžu slakas. Vinķelim jau 1200 Ls pensija ir par maz, vajag vēl un vēl. Šādu parazītu ir pilna Latvija un viņu &quot;rīšanas&quot; vēlme ir nepārspējama! Pretīgi klausīties, ka pašvaldības deputātam primārais ir politika un nevis darbs!",0
"Laikam,jau mūsu mednieki šo bildi ielikuši,tie tikai suni no vilka nevar atšķirt,ka tikai kādu nošaut.",0
"Izlasiet FORBS pag gada novembri, lauku baronu tēmu, kur atgriezties, &quot;TE JAU VISS IR SADALĪTS&quot;.... attopieties, tiešām viss ir sadalīts.Krājbankas ēkā tirgo grāmatas, hipotēku un zemes bankā drēbes, bet OKUPANTU BANKAS PELNA 200miljonus latu gadā !!!- veiksmes stāsts ! mums ir palicis tikai brīvības piemineklis. Pie varas bijušie visu ir pārdevuši, visu līdz pēdējam. Ja latvietis negrib pa 200ls sēdēt maximā pamperos 12 stundas kasē, tad ir jābrauc prom.",0
Lasot komentārus ir tikai viens secinājums par budžeta naudu mācības tikai valsts valoda .Lai krievi savu okupantu ideloģiju atražo par saviem personīgiem līdzekļiem.Pietiek audzināt nākošās krievu fašistu paudzes.,1
Visi pasaules okupanti ir pelnijuši iznicinašanu!,2
Visi informativie kanali Latvija atrodas rietumu okupantu rokas.Delvfi nem visus komentarus nost kas trauce rietumu kolonizatoriem.Seit delfos strada rietumu melu propagandas armija.Tas propagandas komentarus aizstav delfi.Skataties ka pazud komentars.,0
"Preambulai ir jābūt. Preambulai ir jābūt tādai. lai Latvijas ienaidniekiem aizbāztu muti uz visiem laikiem. Par &quot;Vienotību&quot; stāv un stāvēs visa Latvijas tauta! Pret ir okupanti, kuri nepieder pie Latvijas tautas. Uz priekšu Latvija!",0
Man gan liekas ka viņi vairāk kolonisti ka okupanti...,0
okupantu hakerim valsts ir spļaujamais trauks,0
Vai ar to ir domātas okupantu tiesības aicināt Žirinovski iejaukties Latvijads lietās? Muižnieks tāds multikulturālisma bastards vien ir?,0
"Nav patīkami šķirties no savas valūtas, protams. LABĀK ,NO OKUPANTU sadētajiem urlām",1
Ar Krieviju neviens vairs nerēķinās un neko tai nejautā. Arī mums tai uzspļaut pēc visādu Kremļa kuču izteikumiem par Baltijas okupāciju. Krievija - okupantu zeme.,1
"veci es pazīstu, bet to okupantu valodu gan varēja novākt uz uzrakstu uzlikt latviski",0
"Nu re, Šamais vairs nešķiro - visiem kaput, vienalga krievs, žīds vai čigāns, ka tik dzīvo Baltijā!",1
"Tikaj viens jautajums kad cilveki latvija dzivoja labak pirms jeb pec iestasanas eiropas savieniba? Pirms eiropas es dzivoju latvija tagad esmu okupants anglija.darba anglju valodas gandriz nav latviesi,lietuviesi,poli.",0
"Varētu jaut teikt, ka visi krievi ir okupanti un šovinisti, bet Natālija Djakova vismaz šajā gadījumā pierāda, ka tā nav. Tomēr kopumā šis eksperiments ir kārtējais pierādījums, ka pēc iespējas drīzāk ir jālabo kļūdu un jāpāriet uz izglītību tikai valsts valodā.",0
"Kopš sarkano okupantu aizvākšanās neesmu redzējis nevienu kaujas lidmašīnu, dzīvoju Kurzemē. PSRS laikā gan bija ierasta lieta, neviens īpašu vērību nepiegrieza. Vienīgi palicis atmiņā kā 80tajos gados viens krievels nonāca lejā kartupeļu laukā pie Talsiem, tad gan troksnis bija varens:)",0
"NEPLP vispār vajag iznīcināt, zagļu un impotentu kantoris kurš tikai mēģina piebāzt savas kabatas. Tiesājiet viņus un uzvariet!",0
"Nošaut, nošaut un vēlreiz nošaut.Vispār visi zvēri mežā ir jānošauj.",1
"Mums ir tik daudz okupantu dzīvokļu, kuriem nav ne vainas, tos nacionalizēt un izdalīt šādām ģimenēm.",1
Okupanti nav tauta! Latvija rullē bez tādiem!,0
"Pederasti, ir un paliek pederasti....",1
atkal okupanti un kabanovs par mums ņirgājas dzintaram jāsniedz nota krievijas vēstniecībai !!!,0
atkal okupanti un kabanovs par mums ņirgājas dzintaram jāsniedz nota krievijas vēstniecībai !,1
"Kurā brīdī Blumberg ir britu kantoris? Tas, kuru es skatos ir amerikas žīdu",1
"Uz britu monetam izkaltas visu laiku slavenakas padauzas, bet uz US dolariem vecie pederasti. Nav pat divu domu. Punkts.",1
"Protams ,jo blūmbergs ir žīdu magnāts un viņiem nav nekādas jēgas par Mildu...",1
"Nu, man šķuet, ka Streļčonoks ir tas, kurš ir KNAB iznīcinājis visu, ko vien var iznīcināt. Visi profesionāļi pamet, vai tūvākā laikā pametīs KNAB. Tas jau vien par kaut ko liecina.",0
"Latviešiem vajag cilvēkus , kas cinās pret korupciju , man vienalga vai tas latvietis vai kkrievs , vai čigāns . Tas nav normāli ,ka trīs dienas iepriekš Strēlčēnokam jābūt uz gald ziņojumam ,kad KNĀBS brauks uz Daugavpili veikt kratīšanu . Tu man piekritīsi ?",1
"beidzot kāda laba ziņa, tikai žēl, ka divdesmit gadus par vēlu, uzreiz vajadzēja un nav ko bļaut te tiem krieviem, lai vismaz viņu bērni kļūst par cilvēkiem ja gribi dzīvot, mācies, ja ne brauc uz savu plašo roģinu, atradušies mazākumtautība, pasaule smejas par mums, un vēl gribam savu valsti, bet okupantu pēcteči berzē rokas....",0
"Tieši otrādi. Zemes no sīkākiem zemniekiem par velti paņems jaunie lielsaimnieki-latifundisti, bet nopirkt no malas nevarēs vietējie latvieši. Visi likuma grozījumi tiek bīdīti tieši latifundistu interesēs. Palasi tos grozījumus, tā ir visīstākā lauku iznīcināšana!!!",0
"tagad visiem moderni runat okupantu hotdogu melē tacu, tā dara!",0
"Aizturotvajadzēja nošaut,,, šitie utis jau par daudz savairojušies,,,ANTIFAŠISTU izdzimteņi,,",2
"Ušakovs iesējis jaunu strīda sēklu rīdzeniekos un &quot;lauķos&quot;. Nožēlojami lasīt kā te Rīgas kundziņi un kundzītes sevi uzsprauž augstāk par Rīgas gaili. Nožēlojami Rīgas pāķi, nožēlojami &quot;vienota&quot; tauta, tāpēc nav jābrīnās, ka mūs viegli var iznīcināt pa vienam un, ja vēl sitādi pilsētas varenie...",0
"No vienas puses varbūt pat labi būtu, ja babucis tiktu par premjeru. Tad apstātos iecerētā lauku iznīcināšana lielsaimniekiem par labu. Tikai kas būs zemkopības ministra vietā...",0
"A kas tas tāds - Olšteins? Ā, tā bija tā prostitūta, kas uzreiz pēc vēlēšanām aizmuka no RP...",1
"Vēl trakāk . Iznāk ka sponsorējam okupantu un to pēcteču skolas ? Visi jau nav , daļa tak iebrauca saprecoties . Visus nevar mērīt ar vienu mērauklu .",1
"xxl - nu tu dumjiņš man esi, bet varbūt okupants, ka tik labi par ēlerti vari sacīt.",0
"Viens no nepatīkamākajiem purniem valdībā ir Vaņka Urbanovičs/ Padomju laikā būdams komjaunatnes sekretārs, dziedāja slavas dziesmas komunistiem. Tagad tēlo baigo patriotu.bet faktiski verdziski pilda Kremļa rīkojumus iznīcināt latviešus.",0
"Tieši tā! Ušakovs ir ieinteresēts iznīcināt Latviju un atstā tikai vienu pašu Rīgu. Bet agri vai vēlu viņam nauda beigsies tik neefektīvi saimniekojot, un tad viņu patrieks ar sūdainu mietuZilupes virzienā.",0
"Tas ir sīkums uz tā fona, ka 11 gadu laikā okupanti Irākā un Afganistānā ir nosituši vairāka kā 1 miljonu šo okupēto valstu iedzīvotājus!",0
"Neaizmirstiet tikai pārdot krieviem savas un arī mūsu apakšbikses,jo ticat man,viņi tās mācēs izmantot pret mums. Uz priekšu,tie tur likumu taisītāji,uztaisat vēl kādu likumu,lai varētu to latviešu tautu iznīcināt pavisam!",0
"Kādi tev žīdi, pats tu braukā ar žīdu un eiropas auto un te rej!",1
"PUTINA LEMUMS, KOPA AR KINAS LEMUMU - NEDOT IESPEJU ASV IZVAROT ARI SIRIJU IR PILNIGI PAREIZS.",0
"Acimredzot, dievs beidzot sāk dusmoties par pederastu visatļautību Amerikā un citur pasaulē.",1
Adekvātāk būtu ja viņš lūgtu pārtraukt okupāciju un izvest okupantu pabiras kas jaucās ar Latvijas pareizticīgajiem.,0
"Cik atminos tad šai kundzītei ar galvu viss nav kārtībā,jo netminas ko paraksta,kad dokumenti ir uz galda ! Izlīgumus ar žīdu zagļiem,aizmirsāt ?",1
"Kas tad prezidentu gribētu atlaist? Šakāļiem ZZS un okupantu pēctečiem SC viņš ir izdevīgs, nacionāļi arī iet hūtaiņa pavadā ... Ja nu vienīgi Vienotība un RP paliekas, bet to deputātu ir par maz, lai šo kauna traipu nomazgātu.",0
"Nesen lasīju rakstu, kurā Ušakovs nodēvēts par okupantu. Atšķirībā no šī rasta, iepriekšminētais mani nešokēja.",0
"ušakam kā sarkano pēcnācējam tādas strašidlas patīk, štruns ar visu galvenais lai novāktu to okupantu mietu",0
"Jūs visi , kas esat par SC un viņus atbalstat , esat tādi paši latvieši , kā tie , kas 1940 .g. Rīgā krievu okupantu tankus sagaidīja ar puķēm .",0
vina ir okupantu degradacijas upure? ddd,0
"saņemiet, latvieši, par to ka esat toleranti, par to, ka sasildījāt šito čūsku azotē. par to tā jums iekož:) lūdzu, latvieši, šeit jums ir iecietības &quot;paldies&quot;, par to, ka naturalizējāt padomju okupantu otprisku. ..jā, un vēl, paldies ziedotājiem, īpaši latviešu tautības, kas saziedoja, lai &quot;uzvarētājs&quot; arstētu savu pretīgo mūli Vācijas slimnīcā, pēc tam kad šamējais uzskrēja maratonu:D",0
"A ko darīt tiem, kas pēc definīcijas nav okupanti? Kā tu vienus atdalīsi no citiem? A, paga, tu to nedarīsi, jo pat nebiji iedomājies izlasīt kaut vienu definīciju... Bet ko darīt poļiem, kas ģimenē runā krievu valodā? Un ebrejiem? Ukraiņiem? Cigāniem? Baltkrieviem? Latviešiem, kas bija padomju armijā? Bērniem, kas dzimuši jauktās ģimenēs?",0
"Tā meiča tīri neko, apmierinata sniedza interviju. Riktigi uzsēdās uz vērša raga. Domaju, ka vērsi neapsūdzēs izvarošana. Meičai patika.",1
"Jā, tava atbilde liecina ne tikai par tavu neizglītotību, bet par tavu absolūto trulumu. Savas baudas sasniegšanas dēļ tu gatavs iznīcināt visu Latvijas nākotni. Viss pārējais var noslīkt tavos radītajos dubļos, galvenais, ka tu esi pierijies.",0
"Jēzi staigā pa ūdens virsu, bet nēģeri pa ūdenstilpnes dibenu!",2
Ko tik narkotikas neizdara ar vienu patupu nēģeri!,1
Amerikāņu nācija ir vienk. SLIMA! Pat idiotiskais žīdu aktieris Koens 2012.g. vasarā bija ieplānojis vizīti Ziemeļkorejas vēstniecībā. Kauns un negods.,1
"Jaa un taadi veci kas nosita A.Pupinu arii netruukst. Latvija veel tagad gaida tiesas spriedumu,re kur izslaveetie Latvijas pederasti.",1
Tu guli ar arābu vai nēģeri?,1
Tev ar latviešu tautu nav nekāda sakara! Tu esi tipiks okupantu pārstāvis. Lai mūžam tu un tava rodņa ir nolādēti!,1
"Reklamās kas bija katrā kāpņu telpā, katrā liftā, katrā Rīgas stūrī bija Ušaka portrets ar visādiem labuma solijumiem. Tā tika tērēta pilsētas nauda, mūsu nauda, lai tas krievs reklamētu otro valsts valodu, krievu valodu. Okupācijas laikā te sabrauca simtiem tūkštošu krievvalodīgie un tagad brīvā Latvijā tie uzspiež savu okupantu valodu.",1
Tādi ir tie Kremļa atbalstītie okupantu bērni un paši okupanti. Ušakovam jāpazūd no Rīgas mēra krēsla.,2
"kamēr tie latviešu kangari ,kas sēž Rīgas domē,barosies no rubļiem ,to misteru 54 neizdosies nosviest no pjedestāla- iepaticies ,ka babuļas roku bučo...kauns un negods tā saucamajiem latviešiem ,kas klanās okupantu un kolonistu pēctečiem...tie sudraba graši neko labu nenesīs.",1
Ušakovs ar visu krievu -žīdu baru var pārvākties uz Pleskavu .,1
"Kāpēc tai okupantu nācijai vispār ir jāļauj izteikt savas domas un vēl pie varas laist? Man personīgi tas nav saprotams. Krievi šajā zemē ir viesi un tā lai arī uzvedās, visus mūsu valsti interesējošus jautājumus mēs paši atrisināsim kuri nepiekrīt biļeti vienā virzienā uz austrumiem!!!",0
"Par tautību, ja kāds vēlas, vienmēr varēs piesieties... Ja tiks minēta tautība, kāds atradīs kāpēc to neminēt, kad tautību neminēs, būs aizdomas, ka kāds vēlēsies noklusēt, ka arī čigāni var visu kaut ko labu paveikt, būt spēcīgas personības, būt par pozitīvu piemēru citiem...",2
"Mīļie , ja uzskatāt ka Dzintars ir talantīgs , tas nozīme - jums smadzenes viena rieva un tā pati taisna! Meldiņu var noturēt daudzi. Tā dzied jebkurš čigāns , nav nekā īpaša !",2
"Vai tad mums nav arī tāda jauka dziesmiņa &quot;Čigānzēns no tirgus mājās lepnā kulbā brauc...&quot; Domāju, ka ir tikai labi, ja pozitīvā veidā pieminam čigānu sasniegumus, citādi daudzu priekšstatus joprojām noslogo dažādi aizspriedumi.",1
Es arī esmu žīds .,1
"Lūdzu delfi redakciju izņemt šo rakstu, kā klaji antisemītisku, nedrīkst šo blēdīgo un mēreni nelietīgo trusi nosaukt par cēlu un gadīgu, ar nelokamu morāli apveltītu žīdu",1
Bemberasts un pederasts ir diagnoze.,1
žīdi baigie rasisti vienmēr bijuši ...,2
žīdi baigie rasisti vienmēr bijuši ....,2
"A kāpēc paši žīdi ir kā žurku bomāri izpletūšies pa visām valstīm , un vēl nekautrējas citus mācīt dzīvot?",2
to saukt par okupantu karti! lielākais vairākums to saņēmēju taču ir okupanti un viņu pēcteči!,0
"Bīstamāk alpīnistiem būtu iekarot kubiešu prostitūtas, nekā uzkāpt tajā kubas paugurā.",2
"Maskavas okupanti izzog ASV bankas, rada parādus un ASV valsts grimst dziļā recesijā. Pareizi Jančuks saka!",0
NOŽĒLOJAMS ESI TU PATS OKUPANTU DZĒRUMĀ TAISĪTĀ PALIEKA ....,1
"Nemuldi stulbeni. Paši latviešu bālēliņi jau visu ir sagrāvuši un izsūtījuši &quot;trimdā&quot; vairāk nekā 200 000 valsts pilsoņu, SC kaut kā pie varas nav manīts. Un nevar visu laiku kladzināt okupanti, okupanti, jo tagad situācija ir kardināli mainījusies, ja uzskata, ka vienīgi Brisele ir mūs ir okupējusi ...",0
Viņi vairs nezin ko runāt.Tik tālu uztrenēti Kounčingos un čigānu tabora metodēs.,1
"ČIGĀNU TABORS ĀTRI AIZIET PA PIESKARI-vAJADZĪGA TIKAI ĻOTI LIELA ENERĢIJA UN KARSTUMS, REMDENI SPĒLĒT NEDRĪKST.bET VĒL JAU LAIKS-IESILDĪŠANĀS-JEBŠU PRIEKŠ SPĒLE-TIKAI BŪTU LABI ZINĀT PRIEKŠ KAM, JO AIZMUGURE TĀPAT PALIEK.",1
"Labāk nošaujies jau laikus, okupantu līdzskrējēj",1
Cilvēkam ir daudz un dažādi parazīti.,0
teologos mācās arī prostitūtas. nevajadzētu šo faktu ignorēt...,0
"Okupanti tak velas, lai Latvija but krievu rubli!",0
"Kā krieveļiem pakaļas slaucīt- tā čurkas ir labi, bet kā dzemdēt- tā nekā.",1
"Jā, lojāli okupanti būtu simtreiz labāki!",0
"kas viņš par mednieku,visparastākais slepkava.Kapēc viņš iedomājies,ka varēja nošaut šo cilvēkveidīgo būtni,kurš varbūt bija gudrāks un labāks par viņu.",0
"Nošāvis sniega CILVĒKU! Tas nav zvirbulis kurš auto apķēzijis. To tik amītis spēj izdomāt, ka ja ir sastapis kaut ko retu, tad jāšauj nost! Tas slepkava vēl naudu ar to grib pelnīt. Duriks. Pašu viņu nošaut un par centiem izrādīt, kā sniega cilvēka slepkavu...",1
"Tā kā esmu no tā sauktās jauktās vides (it kā latvietis, bet krievu draugi un sieva), tad ļoti labi saprotu, kāpēc tā notiek. Cik esmu saskāries - latvieši vislaik bļauj uz Latvijas krieviem - okupanti, okupanti (arī uz cilvēkiem, kuri šeit ir piedzimuši un uzauguši), bet Krievija viņus atbalsta un izturas kā pret savējiem. Ja paši atstumjiet un neņemiemt savā bariņā, tad kādu mīlestību jūs pretī gaidījāt??? Turklāt nesaprotu, kāpēc jums nepatīk krievi, viņi ir ļoti draudzīgi un izpalīdzīgi.",0
"Ja nevar iznīcināt, nav jāapkaro! Jāceļ bioenerģijas ražotne un jātaisa biomasa un pārējais Valkas novads ar jāpiestāda ar latvāņiem. Būsim bioenerģijas dižvalsts.",0
ASV ir lielas. Žīdi - tie valda pasauli ;),2
"Pēc Bībeles sniegtās informācijas Dievs ir nogalinājis un licis nogalināt vairākus miljonus cilvēku, apmēram, 10 mlj. Sātans nogalināja tikai 10 - Ījaba bērnus un sievu, bet Dievs viņam atļāva to izdarīt, jo bija noslēdzis ar Sātanu derības. Tad kurš te ir tas slepkava un melu tēvs? :)",0
"... un, ja bērni savus vecākus nemīl, neciena un neklausa (pieņemsim, ka tie ir slikti, autoritatīvi un vardarbīgi vecāki), tad vecākiem ir tiesības savus bērnus iznīcināt jeb nogalināt... jo viņi taču tos ir radījuši. Vai ne? :D",0
"Padomju okupantu, kolonizatoru, rusifikatoru mērķis bija iekarot un pakļaut visu cilvēci, bet latvieši cīnījās par savu brīvību vai arī bija spiesti atriebt savus zvērīgi nogalinātos vai izsūtītos radus, draugus, paziņas, tajā skaitā tūkstošiem mazus, nevainīgus bērniņus...",0
mums patīk OKUPANTU statuss..... vismaz ar kaut ko varam lepoties.... mēs esam OKUPANTI !!!!,0
Žīds valda pār'pasauli un pār Latvijas hokeju.,2
"nu, ja, obligāti jau vajadzēja nogalināt, lai varētu izpētīt- slepkavas.",0
"Piekrītu Bordānam, okupantu pieminekļiem nav vietas Latvijā!!!",0
Kad varēs sākt iznīcināt melīgus un izšķērdīgus ierēdņus?,0
jebkura iznīcināšana šā vai citādi atgriežas pie iznīcinātāja .....,0
"Tavuprāt slazds nav iznīcināšana? Tikai nestāsti, ka tu noķertos kurmjus ved uz Krievijas pierobežu un ar asarām acīs palaid brīvībā. Valdība tikai legalizē tavu biznesu.",0
"Nedrīkst dzīvnieku tāpat iznīcināt. Ja cilvēks vismaz novilktu ādu, to apstrādātu (noģērētu, izmiecētu), tad vēl drīkstētu. Vēl labāk, ja vēl gaļu izlietotu, sev vai kaķim vai kādam citam lopam.",0
"Kurmji uzirdina augsni un apēd visādu parazītu, piemēram, maijvaboļu, kāpurus. Protams, ja to maršrutā gadās kāda stādiņa saknes, tie to var piebeigt. Un smukmauriņus tie sarakņā. Bet tas viss ir nieks salīdzinot ar to, ko var izdarīt tās pašas maijvaboles!",0
"Sen būtu laiks arī sākt iznīcināt pilsētās klejojošos kaķus, kas izplata slimības, blusas un smirdoņu. Un vairojas uz nebēdu - jo tiek baroti kā uz nokaušanu. Nav vairs dabiskās atlases, ka izdzīvo stiprākais, veselākais, kas spēj pats sev sagādāt pārtiku (peles, žurkas utt.)",0
Vajadzētu pieņemt lēmumu par Saeimas parazītu likvidācijas atļaušanu,0
"Pa to laiku kroplais imants(kalnins) kretine, laizot kremlim tuupli, tapat ka te dazi tiblu teroristi.",1
"Pa to laiku krooplais imants(kalnins) kretinee, laizot kremlim tuopli, tapat ka te dazi tiblu teroristi",1
"Aizveries svešo nezvēru ķēms, arī tevi gaida līdzīgs čečenu patriotu taisnīgās atriebības sods, ja nevāksi sevi un savu okupantu radu pūzni aiz mūsu zemes robežas",2
"Latvijas krievs slave putinu ,bet pashi uz to musoru zemi neatgriezas ,jūs esat pedejie lohi okupanti...",1
cittautieši tie jau tie paši okupanti vai ne ...!?,1
"Nemaz pat doma nevar būt,ka ja iznāks šāda SC avīzele, tā nekādi NEDRĪSKT būt nesaprotamā kārtā valsts valodā un ARĪ okupantu mēlē,kas ir pretrunā ne taikai ar veselo saprātu,bet arī ar loģiku un TAISNĪGUMU!",0
un ja Rīgā būtu vēl sakopts tās vēsturiskais Uzvaras laukums bez padomju okupantu atstatajiem betona bluķiem.,0
Kapēc jūs cilvekiem komisiju nemaksājat ka savas algas tur jūsu mēslu burkās? Parazīti.,1
"laikam dažiem gribētu,lai skolotāji saņemtu tik brīvpusdienas pie sarkanā krusta..neaizmirsīsim,ka Krīzes laikā skolotājiem algas apgrieza uz 50%..,bet deputāti vispār neko nav jutuši,dzīvo kā parazīti un nenes atbildību par saviem brāķiem ..?!)))",0
Varbūt banknotes izdevīgāk un lētāk bija sadedzināt kādā no LM martenkrāsnīm?,0
"Jā, tā steiga iznīcināt Latvijas pēdējo neatkarības cerību ir labi mērķēts sitiens mūsu dzimtenei... tagad mums palicis pēdējais ierocis saglabāt savu senču gara mantas- tikai pašu Apziņa.",0
Paldies Dievam . Viens okupants būs mazāk .,1
"Nu jaa, parasti jau nu naido latviešus un krievus žīdu interesēs.",2
Iesaku nošaut tos jauniešus un iet svinēt svētkus !,2
"ienaidnieka dzīvā spēka iznīcināšana karadarbībā nav pati par sevi saprotama? Varētu padomāt, ka pretējā puse savus ienaidniekus cienāja ar konfektēm, nevis bumbām, šrapneļiem un lodēm.",1
"Kāpēc Latvijas nodokļu maksātājam jāapmaksā šeit nelikumīgi atstāto pensionēto krievijas militārpersonu bezmaksas braucieni? Laucinieki, tagad jūs maksāsiet 1.2 EUR par to, lai atvaļinātie krievu okupanti Rīgas sabiedriskajā transportā brauktu par brīvu!",0
"Kā tu zini - kuri ir okupanti, un kuri nav?",0
ATTOPIETIES OKUPANTI JŪSU PSRS LIKVIDĒJĀS 1991.GADĀ. VISS JŪS ZAUDĒJĀT UN PIEMINEKLI IR JĀGĀŽ NOST!,0
"Cik var, biedējot, šantažējot ar piektās kolonnas un okupantu, kolonizatoru dumpi, separātismu, turpināt rusifikāciju un nostiprināt okupācijas, kolonizācijas, rusifikācijas postošās sekas?",0
Okupantu pensionārriem sagādājis brīvbiļetes.Jā sasniegums liels.Kur pārējie darbi sešu gadu laikā? Naauuuu....,1
"Pie visa bija vainīgi nevainīgi Krievijas okupanti kuri palika Latvijā kā uzvarētāji. Uzvarētājus kuri pilsoņus izsūtīja uz Sibīriju taču nesoda, vai neatceries?",0
Cik latvijietim okupants ir mīļš ?,0
"okupanti tadi kadi bijs pssr.. bet pecapmaksauto mayky viedokļa, vieni labaki par citiemxD gaidam karu",0
Spalvainā Pakaļa tak jānolaiza - Bērziņam tas ir kā skābeklis astmas slimniekam - laizīt okupantu [cenzēts].,1
"Okupantu? Esviņus nesauktu par okupantiem, bet gan par kolonistiem..Šis vārds vairāk atbilst saturam.... .",0
"ES okupanti, Krievija draugi:)))) cik ir jāpīpē????",0
